amount,currency,epoch_date,status,transaction_type,gateway
2970.0,MXN,1463205874.73,failed,Purchase,GB
300.0,MXN,1457245141.81,gateway_processing_failed,Authorization,GB
300.0,MXN,1465789401.02,gateway_processing_failed,Authorization,GB
3200.0,MXN,1471013341.89,gateway_processing_failed,Purchase,GB
4100.0,MXN,1473833195.28,gateway_processing_failed,Purchase,GB
300.0,MXN,1477597325.93,succeeded,Authorization,GA
10900.0,MXN,1475680824.75,succeeded,Purchase,GB
12467.0,MXN,1472797019.34,gateway_processing_failed,Purchase,GB
300.0,MXN,1472789241.27,gateway_processing_failed,Authorization,GB
14971.0,MXN,1480146033.28,gateway_processing_failed,Purchase,GA
300.0,MXN,1459184210.94,gateway_processing_failed,Authorization,GB
13214.0,MXN,1474212376.35,gateway_processing_failed,Purchase,GB
300.0,MXN,1477686905.45,gateway_processing_failed,Authorization,GA
3500.0,MXN,1449112076.0,succeeded,Purchase,GB
300.0,MXN,1474837029.6,gateway_processing_failed,Authorization,GB
300.0,MXN,1464295906.57,succeeded,Authorization,GB
19380.0,MXN,1477113789.38,succeeded,Purchase,GB
10900.0,MXN,1469070438.4,gateway_processing_failed,Purchase,GB
5890.0,MXN,1451257258.48,succeeded,Purchase,GB
14050.0,MXN,1463378906.02,gateway_processing_failed,Purchase,GB
11320.0,MXN,1467094528.2,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475520392.48,gateway_processing_failed,Purchase,GB
52230.0,MXN,1438495285.76,gateway_processing_failed,Purchase,GB
6978.0,MXN,1478282340.33,gateway_processing_failed,Purchase,GA
9300.0,MXN,1447381864.52,succeeded,Purchase,GB
34080.0,MXN,1462515275.15,gateway_processing_failed,Purchase,GB
300.0,MXN,1474348952.05,gateway_processing_failed,Authorization,GB
2000.0,MXN,1475081499.73,succeeded,Purchase,GB
11940.0,MXN,1465366299.35,failed,Purchase,GB
10900.0,MXN,1465227188.57,gateway_processing_failed,Purchase,GB
3500.0,MXN,1478276407.14,gateway_processing_failed,Purchase,GA
5707.0,MXN,1473396335.68,succeeded,Purchase,GB
32740.0,MXN,1464929495.59,succeeded,Purchase,GB
3200.0,MXN,1475721834.28,gateway_processing_failed,Purchase,GB
7240.0,MXN,1454047769.64,gateway_processing_failed,Purchase,GB
10900.0,MXN,1478562342.92,gateway_processing_failed,Credit,GB
10900.0,MXN,1465869472.45,gateway_processing_failed,Purchase,GB
300.0,MXN,1474992447.35,gateway_processing_failed,Authorization,GB
10900.0,MXN,1478396089.86,gateway_processing_failed,Purchase,GB
10900.0,MXN,1478200159.78,gateway_processing_failed,Purchase,GB
300.0,MXN,1479612654.91,gateway_processing_failed,Authorization,GA
320.0,MXN,1466576343.41,gateway_processing_failed,Purchase,GB
10900.0,MXN,1466886766.39,succeeded,Purchase,GB
300.0,MXN,1474659110.73,gateway_processing_failed,Authorization,GB
300.0,MXN,1467331266.85,gateway_processing_failed,Authorization,GB
300.0,MXN,1474790975.8,gateway_processing_failed,Authorization,GB
3500.0,MXN,1461218816.66,failed,Purchase,GB
21157.0,MXN,1471673167.29,succeeded,Purchase,GB
7058.0,MXN,1478499307.55,succeeded,Purchase,GA
15850.0,MXN,1417903943.45,succeeded,Purchase,GB
5500.0,MXN,1425139508.74,succeeded,Purchase,GB
21920.0,MXN,1462558597.97,gateway_processing_failed,Purchase,GB
300.0,MXN,1475165624.48,succeeded,Authorization,GB
3240.0,MXN,1463206383.93,gateway_processing_failed,Purchase,GB
5500.0,MXN,1434028273.19,succeeded,Purchase,GA
10900.0,MXN,1473718756.56,succeeded,Purchase,GB
300.0,MXN,1476686481.12,succeeded,Authorization,GB
3200.0,MXN,1476808074.27,gateway_processing_failed,Purchase,GB
300.0,MXN,1474315651.78,gateway_processing_failed,Authorization,GB
3719.0,MXN,1477111643.22,gateway_processing_failed,Purchase,GB
300.0,MXN,1475022680.06,gateway_processing_failed,Authorization,GB
3200.0,MXN,1470521053.78,gateway_processing_failed,Purchase,GB
10900.0,MXN,1480550936.27,gateway_processing_failed,Purchase,GB
10900.0,MXN,1468911054.59,gateway_processing_failed,Purchase,GB
3740.0,MXN,1480157565.27,succeeded,Purchase,GA
3200.0,MXN,1470688397.69,succeeded,Purchase,GB
6595.0,MXN,1475501832.99,succeeded,Purchase,GB
300.0,MXN,1471102228.27,gateway_processing_failed,Authorization,GB
2580.0,MXN,1480054290.34,gateway_processing_failed,Purchase,GA
300.0,MXN,1448941702.5,succeeded,Authorization,GB
21230.0,MXN,1454392972.95,gateway_processing_failed,Purchase,GB
3500.0,MXN,1460701015.47,gateway_processing_failed,Purchase,GB
10009.0,MXN,1470896347.35,gateway_processing_failed,Purchase,GB
10900.0,MXN,1466236329.53,gateway_processing_failed,Purchase,GB
300.0,MXN,1473749182.01,gateway_processing_failed,Authorization,GB
13250.0,MXN,1445031596.4,succeeded,Purchase,GB
3200.0,MXN,1474841745.7,succeeded,Credit,GB
300.0,MXN,1473957327.7,gateway_processing_failed,Authorization,GB
300.0,MXN,1465333787.44,gateway_processing_failed,Authorization,GB
25650.0,MXN,1432721296.16,succeeded,Purchase,GA
300.0,MXN,1472213819.35,succeeded,Authorization,GB
300.0,MXN,1457526777.61,gateway_processing_failed,Authorization,GB
300.0,MXN,1476221457.6,gateway_processing_failed,Authorization,GB
10900.0,MXN,1479131125.08,gateway_processing_failed,Credit,GB
2000.0,MXN,1394725550.0,succeeded,Purchase,GA
11440.0,MXN,1463551754.47,gateway_processing_failed,Purchase,GB
12870.0,MXN,1445381355.53,gateway_processing_failed,Purchase,GB
20500.0,MXN,1463378870.07,gateway_processing_failed,Purchase,GB
13362.0,MXN,1474410065.06,succeeded,Purchase,GB
35220.0,MXN,1453701896.87,gateway_processing_failed,Purchase,GB
300.0,MXN,1475210010.18,gateway_processing_failed,Authorization,GB
5390.0,MXN,1462773985.78,gateway_processing_failed,Purchase,GB
300.0,MXN,1449842316.95,succeeded,Authorization,GB
16395.0,MXN,1472797485.82,gateway_processing_failed,Purchase,GB
300.0,MXN,1456219821.57,gateway_processing_failed,Authorization,GB
10900.0,MXN,1470277361.6,gateway_processing_failed,Purchase,GB
300.0,MXN,1463961897.86,gateway_processing_failed,Authorization,GB
2000.0,MXN,1480008025.41,succeeded,Purchase,GA
88250.0,MXN,1465366442.67,gateway_processing_failed,Purchase,GB
300.0,MXN,1475300644.16,succeeded,Authorization,GB
3200.0,MXN,1477507540.57,succeeded,Credit,GB
10900.0,MXN,1480000521.73,gateway_processing_failed,Credit,GB
3200.0,MXN,1475806530.32,succeeded,Credit,GB
6500.0,MXN,1463034018.22,gateway_processing_failed,Purchase,GB
29230.0,MXN,1454565764.59,gateway_processing_failed,Purchase,GB
300.0,MXN,1465566756.28,succeeded,Authorization,GB
10900.0,MXN,1480245341.19,gateway_processing_failed,Credit,GB
300.0,MXN,1459289595.92,gateway_processing_failed,Authorization,GB
10900.0,MXN,1465662791.44,succeeded,Purchase,GB
300.0,MXN,1467375401.4,succeeded,Authorization,GB
4000.0,MXN,1474009015.23,succeeded,Purchase,GB
300.0,MXN,1471749210.19,gateway_processing_failed,Authorization,GB
300.0,MXN,1475986248.2,succeeded,Authorization,GB
780.0,MXN,1450733708.12,succeeded,Purchase,GB
11390.0,MXN,1470922543.76,succeeded,Purchase,GB
300.0,MXN,1462195242.87,succeeded,Authorization,GB
5770.0,MXN,1459577342.4,gateway_processing_failed,Purchase,GB
13750.0,MXN,1418078341.65,succeeded,Purchase,GB
10900.0,MXN,1479109828.95,gateway_processing_failed,Purchase,GB
18300.0,MXN,1452319415.0,gateway_processing_failed,Purchase,GB
300.0,MXN,1474411184.54,gateway_processing_failed,Authorization,GB
3200.0,MXN,1477684968.02,gateway_processing_failed,Purchase,GB
300.0,MXN,1471997847.7,gateway_processing_failed,Authorization,GB
300.0,MXN,1477929206.13,gateway_processing_failed,Authorization,GA
300.0,MXN,1476629720.62,gateway_processing_failed,Authorization,GB
16000.0,MXN,1467008604.71,gateway_processing_failed,Purchase,GB
4680.0,MXN,1464675871.5,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475416543.24,succeeded,Purchase,GB
300.0,MXN,1467162465.68,gateway_processing_failed,Authorization,GB
10900.0,MXN,1465882565.65,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475712290.21,succeeded,Purchase,GB
5850.0,MXN,1460695717.06,succeeded,Purchase,GB
300.0,MXN,1478212841.21,gateway_processing_failed,Authorization,GA
10900.0,MXN,1479271012.25,gateway_processing_failed,Purchase,GB
29000.0,MXN,1464588604.38,failed,Purchase,GB
10900.0,MXN,1465931660.92,gateway_processing_failed,Purchase,GB
300.0,MXN,1457988519.92,succeeded,Purchase,GA
3200.0,MXN,1474900417.36,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479584737.23,gateway_processing_failed,Credit,GB
1000.0,MXN,1471382522.32,succeeded,Purchase,GA
3200.0,MXN,1475642790.09,succeeded,Credit,GB
10900.0,MXN,1480455936.84,gateway_processing_failed,Credit,GB
3200.0,MXN,1473885395.21,gateway_processing_failed,Purchase,GB
300.0,MXN,1472958983.9,gateway_processing_failed,Authorization,GB
31780.0,MXN,1457071433.04,gateway_processing_failed,Purchase,GB
16000.0,MXN,1464645123.28,gateway_processing_failed,Purchase,GB
300.0,MXN,1474494663.73,succeeded,Authorization,GB
12000.0,MXN,1463701891.25,succeeded,Purchase,GB
300.0,MXN,1465714025.72,gateway_processing_failed,Authorization,GB
5747.0,MXN,1471586684.79,gateway_processing_failed,Purchase,GB
300.0,MXN,1475936072.26,gateway_processing_failed,Authorization,GB
2500.0,MXN,1469716902.26,failed,Purchase,GB
300.0,MXN,1480377178.6,gateway_processing_failed,Authorization,GA
19900.0,MXN,1469534464.27,succeeded,Purchase,GA
300.0,MXN,1469150408.81,succeeded,Authorization,GB
3000.0,MXN,1461292322.43,gateway_processing_failed,Purchase,GA
6500.0,MXN,1454007482.0,failed,Purchase,GA
24775.0,MXN,1434984850.99,succeeded,Purchase,GB
300.0,MXN,1457487930.15,succeeded,Authorization,GB
20040.0,MXN,1462169910.82,failed,Purchase,GB
5680.0,MXN,1459407481.07,succeeded,Purchase,GB
300.0,MXN,1433536892.49,succeeded,Credit,GA
300.0,MXN,1468443263.8,gateway_processing_failed,Authorization,GB
3400.0,MXN,1465713400.84,gateway_processing_failed,Purchase,GB
10900.0,MXN,1468930313.18,gateway_processing_failed,Purchase,GB
300.0,MXN,1477624834.69,gateway_processing_failed,Authorization,GA
10900.0,MXN,1465246126.46,gateway_processing_failed,Purchase,GB
4410.0,MXN,1453189002.95,succeeded,Purchase,GB
778.0,MXN,1471748307.22,succeeded,Purchase,GB
10900.0,MXN,1479437276.07,gateway_processing_failed,Purchase,GB
8949.0,MXN,1470413039.13,succeeded,Purchase,GB
10900.0,MXN,1479336620.0,gateway_processing_failed,Purchase,GB
300.0,MXN,1476621638.51,gateway_processing_failed,Authorization,GB
3200.0,MXN,1469060057.91,succeeded,Purchase,GB
1420.0,MXN,1462063989.09,succeeded,Purchase,GB
300.0,MXN,1473905568.06,gateway_processing_failed,Authorization,GB
3200.0,MXN,1470278750.88,succeeded,Credit,GB
300.0,MXN,1477415212.98,gateway_processing_failed,Purchase,GA
300.0,MXN,1473998311.28,gateway_processing_failed,Authorization,GB
1000.0,MXN,1476278942.84,succeeded,Purchase,GA
33240.0,MXN,1467008865.74,gateway_processing_failed,Purchase,GB
17993.0,MXN,1477408757.69,succeeded,Purchase,GA
6200.0,MXN,1408832892.29,succeeded,Purchase,GA
3200.0,MXN,1471533735.98,succeeded,Credit,GB
10000.0,MXN,1445437763.5,gateway_processing_failed,Authorization,GB
9049.0,MXN,1480474994.06,gateway_processing_failed,Purchase,GA
300.0,MXN,1474768778.83,succeeded,Authorization,GB
5500.0,MXN,1402012203.7,succeeded,Purchase,GA
8700.0,MXN,1446012169.07,gateway_processing_failed,Purchase,GB
4460.0,MXN,1450475775.49,succeeded,Purchase,GB
300.0,MXN,1464809800.86,gateway_processing_failed,Authorization,GB
300.0,MXN,1480049347.28,gateway_processing_failed,Authorization,GA
300.0,MXN,1439565247.07,succeeded,Authorization,GB
240.0,MXN,1477620573.77,gateway_processing_failed,Purchase,GA
300.0,MXN,1468989468.26,gateway_processing_failed,Authorization,GB
2000.0,MXN,1469817724.52,succeeded,Purchase,GB
4000.0,MXN,1476781096.68,succeeded,Purchase,GB
10900.0,MXN,1478888116.31,gateway_processing_failed,Credit,GB
300.0,MXN,1470684082.63,succeeded,Authorization,GB
3860.0,MXN,1458454604.75,gateway_processing_failed,Purchase,GB
33280.0,MXN,1463379789.1,failed,Purchase,GB
12600.0,MXN,1393532987.0,succeeded,Purchase,GA
300.0,MXN,1474316397.27,gateway_processing_failed,Authorization,GB
15864.0,MXN,1480461430.56,gateway_processing_failed,Purchase,GA
10470.0,MXN,1456370224.35,succeeded,Purchase,GB
20750.0,MXN,1458280975.05,gateway_processing_failed,Purchase,GB
4560.0,MXN,1464147548.1,gateway_processing_failed,Purchase,GB
300.0,MXN,1449627686.76,succeeded,Authorization,GB
10133.0,MXN,1475688054.14,gateway_processing_failed,Purchase,GB
10900.0,MXN,1470317870.26,gateway_processing_failed,Purchase,GB
5069.0,MXN,1469773094.42,succeeded,Purchase,GB
3200.0,MXN,1468644147.45,gateway_processing_failed,Purchase,GB
4301.0,MXN,1479935997.57,succeeded,Purchase,GA
300.0,MXN,1473915993.07,gateway_processing_failed,Authorization,GB
300.0,MXN,1473135334.39,succeeded,Authorization,GB
300.0,MXN,1475360405.1,gateway_processing_failed,Authorization,GB
3817.0,MXN,1470895383.05,succeeded,Purchase,GB
11367.0,MXN,1429534729.07,succeeded,Purchase,GA
300.0,MXN,1470350441.23,succeeded,Authorization,GB
300.0,MXN,1458952841.72,gateway_processing_failed,Authorization,GB
26050.0,MXN,1465107165.75,gateway_processing_failed,Purchase,GB
10900.0,MXN,1475176323.15,succeeded,Purchase,GB
7500.0,MXN,1432879307.56,succeeded,Purchase,GA
10900.0,MXN,1480393150.46,succeeded,Purchase,GB
9536.0,MXN,1463590018.81,succeeded,Purchase,GB
3200.0,MXN,1473346863.92,gateway_processing_failed,Purchase,GB
15260.0,MXN,1463257875.75,gateway_processing_failed,Purchase,GB
300.0,MXN,1476478036.85,gateway_processing_failed,Authorization,GB
6130.0,MXN,1457762653.91,gateway_processing_failed,Purchase,GB
10100.0,MXN,1458293860.95,succeeded,Purchase,GB
3200.0,MXN,1470549742.19,gateway_processing_failed,Purchase,GB
19244.0,MXN,1468641483.89,succeeded,Purchase,GB
300.0,MXN,1466452968.74,succeeded,Authorization,GB
300.0,MXN,1473452200.46,gateway_processing_failed,Authorization,GB
300.0,MXN,1464633406.82,succeeded,Authorization,GB
10900.0,MXN,1478373776.32,gateway_processing_failed,Purchase,GB
300.0,MXN,1477088788.31,succeeded,Authorization,GB
300.0,MXN,1479760790.59,gateway_processing_failed,Authorization,GA
10230.0,MXN,1463032994.78,gateway_processing_failed,Purchase,GB
10900.0,MXN,1474295836.37,gateway_processing_failed,Purchase,GB
5202.0,MXN,1465567211.24,succeeded,Purchase,GB
4310.0,MXN,1462861101.85,gateway_processing_failed,Purchase,GB
300.0,MXN,1473261369.6,gateway_processing_failed,Authorization,GB
3200.0,MXN,1476398652.41,gateway_processing_failed,Purchase,GB
22500.0,MXN,1449177108.31,succeeded,Purchase,GA
3160.0,MXN,1467353504.97,gateway_processing_failed,Purchase,GB
6200.0,MXN,1443635475.72,succeeded,Purchase,GB
300.0,MXN,1477772917.1,gateway_processing_failed,Authorization,GA
10900.0,MXN,1404023854.82,succeeded,Purchase,GA
300.0,MXN,1455282737.58,gateway_processing_failed,Authorization,GB
13260.0,MXN,1460873775.36,gateway_processing_failed,Purchase,GB
3200.0,MXN,1468875659.96,succeeded,Credit,GB
3500.0,MXN,1472443150.86,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479245479.45,gateway_processing_failed,Purchase,GB
3500.0,MXN,1462317252.68,succeeded,Purchase,GB
300.0,MXN,1474560791.08,gateway_processing_failed,Authorization,GB
19238.0,MXN,1478220480.76,succeeded,Purchase,GA
10440.0,MXN,1444284476.19,gateway_processing_failed,Purchase,GB
7500.0,MXN,1425013148.65,succeeded,Purchase,GB
32570.0,MXN,1454411470.41,succeeded,Purchase,GB
300.0,MXN,1460607926.32,gateway_processing_failed,Authorization,GB
19800.0,MXN,1404417140.61,succeeded,Purchase,GA
16010.0,MXN,1464935054.18,gateway_processing_failed,Purchase,GB
19340.0,MXN,1469772684.74,gateway_processing_failed,Purchase,GB
300.0,MXN,1463192303.38,gateway_processing_failed,Authorization,GB
9980.0,MXN,1463149457.99,gateway_processing_failed,Purchase,GB
26960.0,MXN,1463983727.7,gateway_processing_failed,Purchase,GB
7481.0,MXN,1467008949.16,succeeded,Purchase,GB
300.0,MXN,1472000285.59,gateway_processing_failed,Authorization,GB
12116.0,MXN,1477796280.38,succeeded,Purchase,GA
72925.0,MXN,1440482512.14,gateway_processing_failed,Purchase,GB
1084.0,MXN,1475016750.05,succeeded,Purchase,GB
300.0,MXN,1460874176.06,succeeded,Authorization,GB
300.0,MXN,1470524840.95,gateway_processing_failed,Authorization,GB
5500.0,MXN,1413600607.82,succeeded,Purchase,GB
300.0,MXN,1465789712.59,gateway_processing_failed,Authorization,GB
13440.0,MXN,1432605866.39,succeeded,Purchase,GB
300.0,MXN,1478555348.43,gateway_processing_failed,Authorization,GA
300.0,MXN,1474340540.36,gateway_processing_failed,Authorization,GB
300.0,MXN,1469860164.31,gateway_processing_failed,Authorization,GB
2259.0,MXN,1468658781.66,gateway_processing_failed,Purchase,GB
19220.0,MXN,1466922968.88,gateway_processing_failed,Purchase,GB
25560.0,MXN,1464329232.32,gateway_processing_failed,Purchase,GB
4000.0,MXN,1449727415.46,gateway_processing_failed,Purchase,GB
3540.0,MXN,1462988155.23,succeeded,Purchase,GB
9851.0,MXN,1467521298.71,gateway_processing_failed,Purchase,GB
8184.0,MXN,1476998458.54,succeeded,Purchase,GB
3200.0,MXN,1474408513.94,gateway_processing_failed,Purchase,GB
33540.0,MXN,1454640278.95,gateway_processing_failed,Purchase,GB
3000.0,MXN,1462848288.31,succeeded,Purchase,GB
8700.0,MXN,1415682645.46,gateway_processing_failed,Purchase,GB
3500.0,MXN,1479095497.79,succeeded,Purchase,GA
3200.0,MXN,1474947972.78,succeeded,Credit,GB
10900.0,MXN,1469404580.02,gateway_processing_failed,Purchase,GB
17561.0,MXN,1406579952.92,succeeded,Purchase,GA
10900.0,MXN,1466225287.69,gateway_processing_failed,Purchase,GB
7070.0,MXN,1464502921.52,gateway_processing_failed,Purchase,GB
300.0,MXN,1476146034.58,gateway_processing_failed,Authorization,GB
9726.0,MXN,1472277972.79,succeeded,Purchase,GB
3200.0,MXN,1477106197.8,succeeded,Credit,GB
8419.0,MXN,1479881656.88,gateway_processing_failed,Purchase,GA
9158.0,MXN,1466539094.11,succeeded,Purchase,GB
300.0,MXN,1474398035.38,gateway_processing_failed,Authorization,GB
300.0,MXN,1446212952.65,gateway_processing_failed,Authorization,GB
10900.0,MXN,1466242073.64,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479092148.71,succeeded,Purchase,GB
300.0,MXN,1459980345.3,succeeded,Authorization,GB
300.0,MXN,1432855362.68,succeeded,Credit,GA
300.0,MXN,1459678190.84,gateway_processing_failed,Authorization,GB
10900.0,MXN,1479872566.36,gateway_processing_failed,Purchase,GB
6040.0,MXN,1442815649.18,gateway_processing_failed,Purchase,GB
26520.0,MXN,1459923278.96,gateway_processing_failed,Purchase,GB
4000.0,MXN,1459922826.02,succeeded,Purchase,GB
300.0,MXN,1457994128.19,gateway_processing_failed,Authorization,GB
300.0,MXN,1467256803.67,gateway_processing_failed,Authorization,GB
4750.0,MXN,1464934926.68,gateway_processing_failed,Purchase,GB
7110.0,MXN,1471379088.95,succeeded,Purchase,GB
8314.0,MXN,1469024144.52,succeeded,Purchase,GB
5500.0,MXN,1440382750.98,succeeded,Purchase,GB
2010.0,MXN,1464847804.24,gateway_processing_failed,Purchase,GB
10900.0,MXN,1471621602.67,gateway_processing_failed,Purchase,GB
2500.0,MXN,1479034302.75,succeeded,Purchase,GA
300.0,MXN,1480288778.09,gateway_processing_failed,Authorization,GA
3200.0,MXN,1468879503.28,gateway_processing_failed,Purchase,GB
3200.0,MXN,1473977626.81,gateway_processing_failed,Purchase,GB
7640.0,MXN,1466749791.19,gateway_processing_failed,Purchase,GB
4000.0,MXN,1478540392.21,gateway_processing_failed,Credit,GB
10900.0,MXN,1472593474.82,succeeded,Purchase,GB
41343.0,MXN,1480573593.7,gateway_processing_failed,Purchase,GA
10900.0,MXN,1475985901.14,gateway_processing_failed,Purchase,GB
8600.0,MXN,1403544606.34,succeeded,Purchase,GB
3200.0,MXN,1471655452.61,gateway_processing_failed,Purchase,GB
9661.0,MXN,1466124560.79,succeeded,Purchase,GB
10900.0,MXN,1480162547.55,gateway_processing_failed,Credit,GB
3200.0,MXN,1477569944.22,gateway_processing_failed,Purchase,GB
300.0,MXN,1456534440.09,succeeded,Authorization,GB
16290.0,MXN,1452931790.95,succeeded,Purchase,GB
3510.0,MXN,1459664185.56,gateway_processing_failed,Purchase,GB
10010.0,MXN,1467440828.08,gateway_processing_failed,Purchase,GB
300.0,MXN,1446618893.92,gateway_processing_failed,Authorization,GB
10900.0,MXN,1471746604.31,succeeded,Purchase,GB
300.0,MXN,1470191037.31,gateway_processing_failed,Authorization,GB
43450.0,MXN,1463724952.7,gateway_processing_failed,Purchase,GB
300.0,MXN,1466750337.12,gateway_processing_failed,Authorization,GB
3200.0,MXN,1475363782.3,succeeded,Purchase,GB
10900.0,MXN,1480150066.79,gateway_processing_failed,Purchase,GB
300.0,MXN,1476371055.74,gateway_processing_failed,Authorization,GB
300.0,MXN,1474607135.95,succeeded,Authorization,GB
10900.0,MXN,1478049145.7,gateway_processing_failed,Purchase,GB
300.0,MXN,1466835332.81,gateway_processing_failed,Authorization,GB
10900.0,MXN,1480455938.23,gateway_processing_failed,Credit,GB
3200.0,MXN,1475822520.73,gateway_processing_failed,Purchase,GB
4000.0,MXN,1444968609.31,succeeded,Purchase,GB
300.0,MXN,1479237697.55,succeeded,Authorization,GA
12056.0,MXN,1469122376.97,succeeded,Purchase,GB
2000.0,MXN,1443331654.45,gateway_processing_failed,Purchase,GA
6708.0,MXN,1478382098.6,gateway_processing_failed,Purchase,GA
2702.0,MXN,1478648689.72,succeeded,Purchase,GA
1000.0,MXN,1454543462.78,gateway_processing_failed,Purchase,GB
3200.0,MXN,1473121658.03,succeeded,Purchase,GB
300.0,MXN,1474214917.72,succeeded,Authorization,GB
2000.0,MXN,1431839929.8,gateway_processing_failed,Purchase,GA
22720.0,MXN,1419790169.52,gateway_processing_failed,Purchase,GB
3200.0,MXN,1476760598.2,gateway_processing_failed,Purchase,GB
300.0,MXN,1435355378.38,succeeded,Authorization,GB
300.0,MXN,1473979560.59,succeeded,Authorization,GB
3200.0,MXN,1475732745.88,succeeded,Credit,GB
300.0,MXN,1456207131.06,gateway_processing_failed,Authorization,GB
8000.0,MXN,1460527579.54,failed,Purchase,GB
10427.0,MXN,1470063870.68,succeeded,Purchase,GB
39400.0,MXN,1403837991.08,succeeded,Purchase,GA
300.0,MXN,1472468358.79,succeeded,Authorization,GB
7720.0,MXN,1457590175.56,failed,Purchase,GB
300.0,MXN,1457100045.4,succeeded,Authorization,GB
5500.0,MXN,1415580851.55,succeeded,Purchase,GB
3200.0,MXN,1475874854.41,gateway_processing_failed,Purchase,GB
13860.0,MXN,1454396136.02,succeeded,Purchase,GB
300.0,MXN,1474247013.08,gateway_processing_failed,Authorization,GB
10560.0,MXN,1471650440.47,succeeded,Purchase,GB
300.0,MXN,1464491308.85,succeeded,Authorization,GB
15350.0,MXN,1466575702.76,gateway_processing_failed,Purchase,GB
10556.0,MXN,1465639434.27,gateway_processing_failed,Purchase,GB
5600.0,MXN,1462744819.49,succeeded,Purchase,GA
16506.0,MXN,1472451725.14,gateway_processing_failed,Purchase,GB
10900.0,MXN,1480196869.42,gateway_processing_failed,Purchase,GB
23440.0,MXN,1441433139.7,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475887388.84,gateway_processing_failed,Purchase,GB
3500.0,MXN,1478321786.1,succeeded,Purchase,GA
2000.0,MXN,1475757553.1,succeeded,Purchase,GB
5160.0,MXN,1441931906.3,gateway_processing_failed,Purchase,GB
300.0,MXN,1475630738.97,gateway_processing_failed,Authorization,GB
300.0,MXN,1458619630.76,gateway_processing_failed,Authorization,GB
6000.0,MXN,1470703142.57,succeeded,Purchase,GA
34400.0,MXN,1462946773.36,gateway_processing_failed,Purchase,GB
7502.0,MXN,1469949673.99,succeeded,Purchase,GB
300.0,MXN,1476233657.5,succeeded,Authorization,GB
5430.0,MXN,1463555815.57,succeeded,Purchase,GB
6830.0,MXN,1459385047.72,succeeded,Purchase,GB
10900.0,MXN,1465878608.94,gateway_processing_failed,Purchase,GB
15700.0,MXN,1416411189.45,succeeded,Purchase,GA
300.0,MXN,1479485115.15,gateway_processing_failed,Authorization,GA
2394.0,MXN,1480381920.26,succeeded,Purchase,GA
3200.0,MXN,1474498003.25,succeeded,Purchase,GB
17250.0,MXN,1462690036.91,gateway_processing_failed,Purchase,GB
4490.0,MXN,1469138000.61,succeeded,Purchase,GB
300.0,MXN,1475878801.37,gateway_processing_failed,Authorization,GB
3200.0,MXN,1474327751.03,gateway_processing_failed,Purchase,GB
10900.0,MXN,1478117757.72,gateway_processing_failed,Purchase,GB
2000.0,MXN,1454266316.08,gateway_processing_failed,Purchase,GA
